athlete,avg_hr,avg_power,category,classification_confidence,durability_index,duration_min,error,file,ftp_used,intensity_factor,max_power,normalized_power,np_drift_pct,parsed,parser_note,quality_score,subtype,tss
038_Athlete_38,136.7,249.2,HIIT,0.45,,77.0,,038_activity_035.fit,294.9,0.965,398.0,284.6,3.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,119.5
038_Athlete_38,140.4,246.9,HIIT,0.45,101.1,166.0,,038_activity_036.fit,294.9,0.946,398.0,278.8,-3.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,247.3
038_Athlete_38,137.4,250.4,HIIT,0.45,89.1,121.0,,038_activity_037.fit,294.9,0.944,398.0,278.3,-9.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,179.5
038_Athlete_38,138.4,248.0,HIIT,0.45,,80.0,,038_activity_038.fit,294.9,0.941,400.0,277.6,-5.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,118.1
038_Athlete_38,136.8,250.3,HIIT,0.45,,119.0,,038_activity_039.fit,294.9,0.953,400.0,281.2,1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,180.3
038_Athlete_38,141.6,250.9,HIIT,0.45,101.7,167.0,,038_activity_040.fit,294.9,0.957,398.0,282.1,2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,254.7
038_Athlete_38,141.1,256.5,HIIT,0.45,97.9,169.0,,038_activity_041.fit,294.9,0.972,400.0,286.5,-1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,265.9
038_Athlete_38,139.0,254.8,HIIT,0.45,,94.0,,038_activity_042.fit,294.9,0.963,398.0,284.0,-7.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,145.2
038_Athlete_38,138.2,256.1,HIIT,0.45,96.2,126.0,,038_activity_043.fit,294.9,0.971,400.0,286.4,0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,198.1
038_Athlete_38,135.1,251.1,HIIT,0.45,96.1,147.0,,038_activity_044.fit,294.9,0.959,397.0,282.8,-2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,225.3
038_Athlete_38,141.2,254.1,HIIT,0.45,101.9,133.0,,038_activity_045.fit,294.9,0.978,400.0,288.4,1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,212.0
038_Athlete_38,134.7,260.2,HIIT,0.45,,44.0,,038_activity_046.fit,294.9,0.997,393.0,294.1,4.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,72.9
038_Athlete_38,142.0,253.4,HIIT,0.45,93.2,160.0,,038_activity_047.fit,294.9,0.96,400.0,283.1,-9.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,245.8
038_Athlete_38,134.2,251.0,HIIT,0.45,,51.0,,038_activity_048.fit,294.9,0.965,392.0,284.5,6.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,79.1
038_Athlete_38,143.9,253.4,HIIT,0.45,,107.0,,038_activity_049.fit,294.9,0.952,399.0,280.7,3.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,161.6
038_Athlete_38,142.9,251.2,HIIT,0.45,,61.0,,038_activity_050.fit,294.9,0.959,400.0,282.8,15.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,93.5
039_Athlete_39,141.4,250.3,HIIT,0.45,,110.0,,039_activity_001.fit,297.0,0.959,396.0,284.9,-2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,168.7
039_Athlete_39,139.5,251.3,HIIT,0.45,,118.0,,039_activity_002.fit,297.0,0.951,391.0,282.5,1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,178.0
039_Athlete_39,142.2,242.7,HIIT,0.45,105.1,150.0,,039_activity_003.fit,297.0,0.929,400.0,275.8,6.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,215.6
039_Athlete_39,138.9,255.9,HIIT,0.45,87.6,177.0,,039_activity_004.fit,297.0,0.963,399.0,286.1,-8.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,273.8
039_Athlete_39,139.2,246.2,HIIT,0.45,98.7,151.0,,039_activity_005.fit,297.0,0.937,399.0,278.2,-3.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,220.8
039_Athlete_39,134.4,240.3,HIIT,0.45,,54.0,,039_activity_006.fit,297.0,0.93,399.0,276.1,5.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,77.8
039_Athlete_39,141.0,252.1,HIIT,0.45,,110.0,,039_activity_007.fit,297.0,0.947,395.0,281.3,4.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,164.5
039_Athlete_39,140.6,263.3,HIIT,0.45,,97.0,,039_activity_008.fit,297.0,0.98,397.0,291.0,-3.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,155.2
039_Athlete_39,143.3,244.9,HIIT,0.45,101.7,160.0,,039_activity_009.fit,297.0,0.939,399.0,279.0,-1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,235.2
039_Athlete_39,140.5,248.0,HIIT,0.45,100.5,128.0,,039_activity_010.fit,297.0,0.953,398.0,283.1,-4.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,193.8
039_Athlete_39,140.0,263.7,HIIT,0.45,,91.0,,039_activity_011.fit,297.0,0.985,398.0,292.7,-0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,147.3
039_Athlete_39,144.2,255.2,HIIT,0.45,,112.0,,039_activity_012.fit,297.0,0.963,397.0,285.9,5.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,173.0
039_Athlete_39,140.8,253.3,HIIT,0.45,95.4,170.0,,039_activity_013.fit,297.0,0.96,400.0,285.0,-1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,260.9
039_Athlete_39,141.0,242.4,HIIT,0.45,,63.0,,039_activity_014.fit,297.0,0.945,397.0,280.7,-14.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,93.8
039_Athlete_39,133.1,243.4,HIIT,0.45,,110.0,,039_activity_015.fit,297.0,0.924,399.0,274.4,1.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,156.5
039_Athlete_39,142.0,246.2,HIIT,0.45,98.2,169.0,,039_activity_016.fit,297.0,0.935,400.0,277.7,0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,246.2
039_Athlete_39,140.6,250.1,HIIT,0.45,104.7,136.0,,039_activity_017.fit,297.0,0.946,397.0,281.0,1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,202.9
039_Athlete_39,140.8,248.3,HIIT,0.45,97.7,153.0,,039_activity_018.fit,297.0,0.926,396.0,275.1,-2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,218.7
039_Athlete_39,137.3,255.0,HIIT,0.45,106.1,134.0,,039_activity_019.fit,297.0,0.965,399.0,286.7,3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,208.1
039_Athlete_39,138.3,240.7,HIIT,0.45,,90.0,,039_activity_020.fit,297.0,0.93,397.0,276.2,-0.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,129.8
039_Athlete_39,142.7,254.3,HIIT,0.45,,70.0,,039_activity_021.fit,297.0,0.955,398.0,283.5,4.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,106.3
039_Athlete_39,139.4,254.5,HIIT,0.45,,49.0,,039_activity_022.fit,297.0,0.962,395.0,285.9,-10.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,75.7
039_Athlete_39,139.2,253.6,HIIT,0.45,88.2,176.0,,039_activity_023.fit,297.0,0.966,400.0,286.8,-6.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,273.6
039_Athlete_39,139.8,250.4,HIIT,0.45,89.4,144.0,,039_activity_024.fit,297.0,0.956,395.0,283.9,-6.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,219.4
039_Athlete_39,138.3,257.9,HIIT,0.45,,63.0,,039_activity_025.fit,297.0,0.96,390.0,285.0,4.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,96.7
039_Athlete_39,139.4,248.9,HIIT,0.45,,108.0,,039_activity_026.fit,297.0,0.94,399.0,279.2,6.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,159.1
039_Athlete_39,140.2,247.6,HIIT,0.45,,56.0,,039_activity_027.fit,297.0,0.936,393.0,277.8,7.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,81.7
039_Athlete_39,139.7,261.9,HIIT,0.45,105.8,141.0,,039_activity_028.fit,297.0,0.998,400.0,296.4,4.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,234.0
039_Athlete_39,141.0,248.5,HIIT,0.45,104.0,152.0,,039_activity_029.fit,297.0,0.938,398.0,278.7,3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,223.0
039_Athlete_39,141.4,251.2,HIIT,0.45,,86.0,,039_activity_030.fit,297.0,0.965,400.0,286.5,10.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,133.4
039_Athlete_39,141.8,243.4,HIIT,0.45,100.4,128.0,,039_activity_031.fit,297.0,0.93,400.0,276.3,-3.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,184.7
039_Athlete_39,136.3,260.2,HIIT,0.45,,116.0,,039_activity_032.fit,297.0,0.971,397.0,288.5,-2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,182.4
039_Athlete_39,139.6,244.2,HIIT,0.45,103.1,153.0,,039_activity_033.fit,297.0,0.936,400.0,278.1,-0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,223.6
039_Athlete_39,141.9,240.8,HIIT,0.45,,110.0,,039_activity_034.fit,297.0,0.918,396.0,272.5,-0.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,154.3
039_Athlete_39,138.5,233.0,HIIT,0.45,,51.0,,039_activity_035.fit,297.0,0.891,389.0,264.6,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,67.4
039_Athlete_39,148.8,247.9,HIIT,0.45,,60.0,,039_activity_036.fit,297.0,0.942,399.0,279.7,-2.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,88.7
039_Athlete_39,137.1,233.8,HIIT,0.45,,64.0,,039_activity_037.fit,297.0,0.899,400.0,266.9,1.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,86.1
039_Athlete_39,138.3,255.9,HIIT,0.45,105.4,145.0,,039_activity_038.fit,297.0,0.957,398.0,284.3,6.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,221.4
039_Athlete_39,138.6,246.9,HIIT,0.45,89.7,156.0,,039_activity_039.fit,297.0,0.947,398.0,281.2,-4.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,233.1
039_Athlete_39,137.9,252.7,HIIT,0.45,108.6,141.0,,039_activity_040.fit,297.0,0.965,399.0,286.6,5.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,218.8
039_Athlete_39,138.7,235.3,HIIT,0.45,,91.0,,039_activity_041.fit,297.0,0.92,400.0,273.3,3.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,128.4
039_Athlete_39,142.6,262.5,HIIT,0.45,,112.0,,039_activity_042.fit,297.0,0.988,400.0,293.3,7.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,182.0
039_Athlete_39,142.3,250.9,HIIT,0.45,90.2,178.0,,039_activity_043.fit,297.0,0.957,399.0,284.2,-5.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,271.7
039_Athlete_39,142.8,230.0,HIIT,0.45,,53.0,,039_activity_044.fit,297.0,0.9,399.0,267.2,-10.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,71.5
039_Athlete_39,137.9,240.3,HIIT,0.45,93.7,140.0,,039_activity_045.fit,297.0,0.934,400.0,277.5,-2.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,203.7
039_Athlete_39,142.0,242.4,HIIT,0.45,,117.0,,039_activity_046.fit,297.0,0.937,396.0,278.4,3.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,171.4
039_Athlete_39,136.7,247.4,HIIT,0.45,,117.0,,039_activity_047.fit,297.0,0.951,397.0,282.5,-1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,176.5
039_Athlete_39,144.2,268.3,HIIT,0.45,,84.0,,039_activity_048.fit,297.0,1.007,399.0,299.0,5.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,141.9
039_Athlete_39,142.8,247.5,HIIT,0.45,104.0,173.0,,039_activity_049.fit,297.0,0.939,397.0,278.8,0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,254.1
039_Athlete_39,141.1,250.0,HIIT,0.45,,80.0,,039_activity_050.fit,297.0,0.947,392.0,281.3,5.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,119.6
040_Athlete_40,138.9,247.6,HIIT,0.45,108.5,146.0,,040_activity_001.fit,318.2,0.88,397.0,279.9,2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,188.3
040_Athlete_40,141.3,242.5,HIIT,0.45,,83.0,,040_activity_002.fit,318.2,0.867,400.0,275.9,-5.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,104.0
040_Athlete_40,140.0,240.0,HIIT,0.45,95.2,175.0,,040_activity_003.fit,318.2,0.857,400.0,272.7,-3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,214.3
040_Athlete_40,142.1,272.6,STEADY,0.5,,78.0,,040_activity_004.fit,318.2,0.94,398.0,299.2,-11.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,sweet_spot,114.9
040_Athlete_40,140.0,240.2,HIIT,0.45,99.6,151.0,,040_activity_005.fit,318.2,0.863,397.0,274.7,2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,187.5
040_Athlete_40,143.9,240.2,HIIT,0.45,,60.0,,040_activity_006.fit,318.2,0.861,395.0,273.9,-3.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,74.1
040_Athlete_40,141.6,248.5,HIIT,0.45,,94.0,,040_activity_007.fit,318.2,0.877,400.0,278.9,-0.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,120.4
040_Athlete_40,141.4,248.9,HIIT,0.45,91.5,173.0,,040_activity_008.fit,318.2,0.885,399.0,281.5,-2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,225.7
040_Athlete_40,140.3,239.7,HIIT,0.45,94.8,172.0,,040_activity_009.fit,318.2,0.859,393.0,273.2,-5.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,211.4
040_Athlete_40,140.4,248.8,HIIT,0.45,92.0,167.0,,040_activity_010.fit,318.2,0.88,400.0,280.0,-1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,215.6
040_Athlete_40,140.2,253.6,HIIT,0.45,102.8,173.0,,040_activity_011.fit,318.2,0.894,400.0,284.4,1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,230.4
040_Athlete_40,140.8,253.1,HIIT,0.45,97.6,154.0,,040_activity_012.fit,318.2,0.894,398.0,284.5,-4.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,205.1
040_Athlete_40,140.0,250.0,HIIT,0.45,,75.0,,040_activity_013.fit,318.2,0.881,399.0,280.4,-9.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,97.1
040_Athlete_40,137.3,241.9,HIIT,0.45,,70.0,,040_activity_014.fit,318.2,0.858,396.0,272.9,-9.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,85.8
040_Athlete_40,143.2,248.6,HIIT,0.45,97.2,144.0,,040_activity_015.fit,318.2,0.879,400.0,279.6,-0.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,185.3
040_Athlete_40,143.3,252.4,HIIT,0.45,,70.0,,040_activity_016.fit,318.2,0.895,398.0,284.9,-7.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,93.5
040_Athlete_40,142.4,256.5,HIIT,0.45,105.1,175.0,,040_activity_017.fit,318.2,0.899,397.0,285.9,4.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,235.5
040_Athlete_40,138.9,246.7,HIIT,0.45,,65.0,,040_activity_018.fit,318.2,0.865,400.0,275.2,-4.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,81.0
040_Athlete_40,138.6,248.8,HIIT,0.45,107.7,177.0,,040_activity_019.fit,318.2,0.884,400.0,281.3,5.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,230.5
040_Athlete_40,141.8,249.0,HIIT,0.45,96.8,121.0,,040_activity_020.fit,318.2,0.895,400.0,284.7,-0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,161.5
040_Athlete_40,141.0,256.5,HIIT,0.45,,104.0,,040_activity_021.fit,318.2,0.912,398.0,290.2,2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,144.2
040_Athlete_40,134.2,252.5,HIIT,0.45,,79.0,,040_activity_022.fit,318.2,0.887,399.0,282.2,2.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,103.5
040_Athlete_40,139.8,233.0,HIIT,0.45,114.6,154.0,,040_activity_023.fit,318.2,0.839,400.0,267.0,6.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,180.8
040_Athlete_40,135.9,254.9,HIIT,0.45,,62.0,,040_activity_024.fit,318.2,0.895,379.0,284.9,-5.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,82.8
040_Athlete_40,135.8,260.7,HIIT,0.45,,98.0,,040_activity_025.fit,318.2,0.918,395.0,292.2,5.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,137.8
040_Athlete_40,139.0,261.4,HIIT,0.45,,51.0,,040_activity_026.fit,318.2,0.912,398.0,290.3,-9.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,70.7
040_Athlete_40,137.8,251.7,HIIT,0.45,,92.0,,040_activity_027.fit,318.2,0.897,400.0,285.6,0.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,123.5
040_Athlete_40,141.5,247.7,HIIT,0.45,,119.0,,040_activity_028.fit,318.2,0.895,400.0,284.7,2.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,158.8
040_Athlete_40,139.4,251.9,HIIT,0.45,96.7,152.0,,040_activity_029.fit,318.2,0.891,400.0,283.6,0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,201.2
040_Athlete_40,145.4,244.1,HIIT,0.45,,86.0,,040_activity_030.fit,318.2,0.865,393.0,275.1,3.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,107.1
040_Athlete_40,138.8,251.8,HIIT,0.45,,62.0,,040_activity_031.fit,318.2,0.878,398.0,279.3,-7.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,79.6
040_Athlete_40,139.6,254.6,HIIT,0.45,,65.0,,040_activity_032.fit,318.2,0.887,399.0,282.4,-7.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,85.3
040_Athlete_40,137.9,253.2,HIIT,0.45,99.0,170.0,,040_activity_033.fit,318.2,0.897,399.0,285.3,-0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,227.7
040_Athlete_40,144.2,246.3,HIIT,0.45,,69.0,,040_activity_034.fit,318.2,0.858,393.0,273.1,6.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,84.7
040_Athlete_40,142.1,257.5,HIIT,0.45,93.7,167.0,,040_activity_035.fit,318.2,0.908,398.0,288.8,-3.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,229.2
040_Athlete_40,139.0,253.4,HIIT,0.45,87.7,167.0,,040_activity_036.fit,318.2,0.9,399.0,286.3,-4.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,225.4
040_Athlete_40,137.2,254.0,HIIT,0.45,,105.0,,040_activity_037.fit,318.2,0.889,397.0,282.8,-9.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,138.2
040_Athlete_40,138.6,256.8,HIIT,0.45,96.4,177.0,,040_activity_038.fit,318.2,0.913,399.0,290.5,-4.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,245.8
040_Athlete_40,139.7,247.5,HIIT,0.45,102.6,156.0,,040_activity_039.fit,318.2,0.881,400.0,280.3,0.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,201.7
040_Athlete_40,137.8,248.3,HIIT,0.45,,82.0,,040_activity_040.fit,318.2,0.882,399.0,280.5,7.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,106.2
040_Athlete_40,140.1,240.6,HIIT,0.45,,105.0,,040_activity_041.fit,318.2,0.858,399.0,273.0,-0.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,128.8
040_Athlete_40,138.0,259.2,HIIT,0.45,103.0,171.0,,040_activity_042.fit,318.2,0.914,400.0,290.9,1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,238.2
040_Athlete_40,141.2,254.7,HIIT,0.45,105.7,127.0,,040_activity_043.fit,318.2,0.884,397.0,281.3,0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,165.4
040_Athlete_40,140.9,250.5,HIIT,0.45,98.5,164.0,,040_activity_044.fit,318.2,0.887,397.0,282.3,-2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,215.1
040_Athlete_40,142.9,231.5,HIIT,0.45,100.8,129.0,,040_activity_045.fit,318.2,0.832,393.0,264.8,2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,148.9
040_Athlete_40,140.5,246.6,HIIT,0.45,97.6,147.0,,040_activity_046.fit,318.2,0.874,398.0,278.3,-5.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,187.4
040_Athlete_40,141.8,250.6,HIIT,0.45,100.8,155.0,,040_activity_047.fit,318.2,0.891,397.0,283.5,-1.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,205.1
040_Athlete_40,140.5,252.9,HIIT,0.45,,106.0,,040_activity_048.fit,318.2,0.889,397.0,283.0,-11.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,139.7
040_Athlete_40,138.3,245.4,HIIT,0.45,107.5,135.0,,040_activity_049.fit,318.2,0.872,400.0,277.6,5.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,171.3
040_Athlete_40,136.9,243.3,HIIT,0.45,,99.0,,040_activity_050.fit,318.2,0.871,392.0,277.3,-2.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,125.3
041_Athlete_41,138.7,258.0,HIIT,0.45,,89.0,,041_activity_001.fit,293.3,0.972,399.0,285.2,8.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,140.2
041_Athlete_41,142.6,249.2,HIIT,0.45,,64.0,,041_activity_002.fit,293.3,0.958,394.0,281.0,1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,97.9
041_Athlete_41,140.0,252.3,HIIT,0.45,89.1,151.0,,041_activity_003.fit,293.3,0.973,400.0,285.4,-5.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,238.4
041_Athlete_41,139.1,242.6,HIIT,0.45,106.6,149.0,,041_activity_004.fit,293.3,0.954,397.0,279.9,4.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,226.1
041_Athlete_41,140.5,247.5,HIIT,0.45,100.3,148.0,,041_activity_005.fit,293.3,0.963,396.0,282.5,-1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,228.8
041_Athlete_41,138.0,245.2,HIIT,0.45,108.6,129.0,,041_activity_006.fit,293.3,0.945,397.0,277.2,4.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,192.1
041_Athlete_41,142.6,244.5,HIIT,0.45,,74.0,,041_activity_007.fit,293.3,0.95,390.0,278.5,-7.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,111.2
041_Athlete_41,139.1,235.6,HIIT,0.45,,78.0,,041_activity_008.fit,293.3,0.912,394.0,267.5,-7.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,108.1
041_Athlete_41,141.5,241.2,HIIT,0.45,,83.0,,041_activity_009.fit,293.3,0.94,398.0,275.8,-5.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,122.3
041_Athlete_41,138.8,248.3,HIIT,0.45,,60.0,,041_activity_010.fit,293.3,0.969,400.0,284.3,-9.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,94.0
041_Athlete_41,139.9,249.4,HIIT,0.45,,104.0,,041_activity_011.fit,293.3,0.967,392.0,283.6,6.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,162.1
041_Athlete_41,140.0,251.0,HIIT,0.45,,83.0,,041_activity_012.fit,293.3,0.953,396.0,279.5,1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,125.6
041_Athlete_41,143.0,268.0,HIIT,0.45,,45.0,,041_activity_013.fit,293.3,1.024,398.0,300.4,-9.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,78.7
041_Athlete_41,140.0,261.6,HIIT,0.45,,105.0,,041_activity_014.fit,293.3,0.993,400.0,291.2,1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,172.5
041_Athlete_41,136.8,241.0,HIIT,0.45,107.4,169.0,,041_activity_015.fit,293.3,0.933,399.0,273.5,4.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,244.9
